,0,1,2,3,4,5,6,7,8,9
39,0.16577413,-0.0039399353,0.39491312,0.34469945,-0.4992,-0.5,-0.26566752,-0.3631727,-0.4765962,-0.5
40,0.40174862,0.19142519,0.349998,0.349998,-0.5,-0.5,-0.21855576,-0.357145,-0.4804315,-0.5
41,0.40174862,0.19142519,0.349998,0.349998,-0.5,-0.5,-0.21855576,-0.357145,-0.4804315,-0.5
42,0.49461303,0.20677394,0.349998,0.349998,-0.4992,-0.5,-0.18884912,-0.357145,-0.48570506,-0.5
43,0.10605388,-0.10156931,0.400004,0.33193489,-0.4992,-0.5,-0.357145,-0.35924423,-0.5,-0.5
44,0.1656395,-0.0022322563,0.400004,0.34328517,-0.4992,-0.5,-0.27005846,-0.3782716,-0.5,-0.5
45,0.1656395,-0.0022322563,0.400004,0.34328517,-0.4992,-0.5,-0.27005846,-0.3782716,-0.5,-0.5
46,0.200941,-0.0022382241,0.400004,0.38212339,-0.4992,-0.5,-0.27006091,-0.37813689,-0.5,-0.5
47,0.3371495,0.28453133,0.400004,0.35458022,-0.5,-0.5,-0.19169683,-0.357145,-0.47655112,-0.5
48,0.6331043,0.46152212,0.40431864,0.400004,-0.4992,-0.5,-0.19574849,-0.357145,-0.5,-0.5
49,0.043918331,-0.10156,0.46831539,0.33193182,-0.4992,-0.5,-0.357145,-0.35935258,-0.5,-0.5
50,0.16599054,-0.017951245,0.47407694,0.33598735,-0.4992,-0.5,-0.296706,-0.3780404,-0.5,-0.5
51,0.16508886,0.01332491,0.47622513,0.34585973,-0.4992,-0.5,-0.25902921,-0.37836884,-0.5,-0.5
52,0.200941,0.013320037,0.47623095,0.38530247,-0.4992,-0.5,-0.25903617,-0.37823199,-0.5,-0.5
53,0.679858,0.301769,0.449995,0.41688568,-0.5,-0.5,-0.31671905,-0.357145,-0.49313092,-0.5
54,0.679858,0.45517617,0.48088359,0.41688568,-0.4992,-0.5,-0.2575628,-0.357145,-0.5,-0.5
55,0.010564175,-0.000732,0.2155479,0.199994,-0.4992,-0.5,-0.17530252,-0.25158458,-0.43136395,-0.5
56,0.10163789,-0.022539011,0.20546142,0.199994,-0.4992,-0.5,-0.18678177,-0.22080973,-0.44565093,-0.5
57,0.21342508,0.023969993,0.22781572,0.199994,-0.4992,-0.5,-0.214282,-0.214282,-0.47745766,-0.5
58,0.3028783,0.2010486,0.199994,0.199994,-0.4992,-0.5,-0.098780587,-0.214282,-0.5,-0.5
59,-0.082055477,-0.10156,0.250001,0.250001,-0.4992,-0.5,0.028649226,-0.25062279,-0.45464371,-0.5
60,-0.000732,-0.013614064,0.250001,0.2301623,-0.4992,-0.5,-0.027582025,-0.25707336,-0.44181013,-0.5
61,0.12650365,0.100096,0.250001,0.24129605,-0.4992,-0.5,-0.083344818,-0.214282,-0.44870059,-0.5
62,0.36087161,0.17569019,0.3156674,0.250001,-0.4992,-0.5,-0.214282,-0.214282,-0.4836556,-0.5
63,0.36087161,0.17569019,0.3156674,0.250001,-0.4992,-0.5,-0.214282,-0.214282,-0.4836556,-0.5
64,0.59943036,0.39623931,0.250001,0.250001,-0.5,-0.5,-0.074773095,-0.214282,-0.5,-0.5
65,-0.067718879,-0.10156,0.300007,0.300007,-0.4992,-0.5,-0.054518949,-0.23946972,-0.49442663,-0.5
66,0.068470095,-0.000732,0.31242165,0.28466158,-0.4992,-0.5,-0.10261816,-0.23670905,-0.46251466,-0.5
67,0.100096,0.0067011548,0.33583403,0.300007,-0.4992,-0.5,-0.17006759,-0.22687261,-0.47366751,-0.5
68,0.48783499,0.15515257,0.300007,0.29306107,-0.4992,-0.5,-0.13268137,-0.214282,-0.4970115,-0.5
69,0.48783499,0.15515257,0.300007,0.29306107,-0.4992,-0.5,-0.13268137,-0.214282,-0.4970115,-0.5
70,0.50831519,0.3693211,0.30227959,0.300007,-0.4992,-0.5,-0.079134932,-0.214282,-0.5,-0.5
71,-0.09890921,-0.10156,0.349998,0.30302483,-0.4992,-0.5,-0.031688301,-0.22750096,-0.44981717,-0.5
72,0.068986734,-0.0077648011,0.349998,0.28430176,-0.4992,-0.5,-0.1058372,-0.23651454,-0.48878224,-0.5
73,0.100096,0.022432132,0.38278971,0.31773009,-0.4992,-0.5,-0.10860555,-0.22785467,-0.5,-0.5
74,0.4054272,0.19776451,0.349998,0.349998,-0.4992,-0.5,-0.2068908,-0.214282,-0.5,-0.5
75,0.4054272,0.19776451,0.349998,0.349998,-0.4992,-0.5,-0.2068908,-0.214282,-0.5,-0.5
76,0.65571454,0.37384925,0.38503011,0.349998,-0.4992,-0.5,-0.17306695,-0.214282,-0.5,-0.5
77,-0.073982515,-0.10156,0.4052108,0.400004,-0.4992,-0.5,-0.12085213,-0.214282,-0.47365665,-0.5
78,0.010539204,-0.000732,0.400004,0.37005684,-0.4992,-0.5,-0.16908214,-0.22729313,-0.45840411,-0.5
79,0.1273457,0.027931899,0.400004,0.36901791,-0.4992,-0.5,-0.16654628,-0.22148861,-0.45641579,-0.5
80,0.20257369,0.15783582,0.400004,0.400004,-0.4992,-0.5,-0.214282,-0.2158183,-0.5,-0.5
81,0.63541043,0.27325302,0.400004,0.35356122,-0.5,-0.5,-0.214282,-0.24189187,-0.5,-0.5
82,0.63541043,0.39127945,0.400004,0.35315704,-0.4992,-0.5,-0.214282,-0.24082392,-0.5,-0.5
83,-0.10156,-0.10156,0.449995,0.39731426,-0.5,-0.5,-0.14798344,-0.21949977,-0.47656368,-0.5
84,0.15693398,-0.000732,0.449995,0.41939757,-0.4992,-0.5,-0.2124858,-0.214282,-0.46966179,-0.5
85,0.1553499,0.044351787,0.449995,0.40973749,-0.4992,-0.5,-0.214282,-0.214282,-0.49286027,-0.5
86,0.21429321,0.15008796,0.449995,0.41289788,-0.4992,-0.5,-0.214282,-0.23292191,-0.5,-0.5
87,0.64101735,0.063181655,0.449995,0.4234251,-0.5,-0.5,-0.20471854,-0.214282,-0.5,-0.5
88,0.64101735,0.3610097,0.449995,0.43278222,-0.5,-0.5,-0.19808767,-0.214282,-0.5,-0.5
89,0.0043723616,-0.011806043,0.199994,0.199994,-0.4992,-0.5,0.032645413,-0.25367687,-0.45696359,-0.5
90,0.100096,0.06653677,0.199994,0.199994,-0.4992,-0.5,0.0090440224,-0.22133075,-0.5,-0.5
91,0.200941,0.05666856,0.199994,0.18420302,-0.5,-0.5,-0.0096876568,-0.089013198,-0.40573309,-0.5
92,0.54325355,0.054210066,0.199994,0.19705529,-0.5,-0.5,-0.071427,-0.071427,-0.5,-0.5
93,0.54371438,0.39397679,0.199994,0.199994,-0.4992,-0.5,-0.0049966893,-0.071427,-0.45867869,-0.5
94,-0.082055477,-0.10156,0.250001,0.250001,-0.4992,-0.5,0.028649226,-0.25062279,-0.45464371,-0.5
95,-0.000732,-0.013614064,0.250001,0.2301623,-0.4992,-0.5,-0.027582025,-0.25707336,-0.44181013,-0.5
96,0.100096,-0.014825666,0.250001,0.250001,-0.4992,-0.5,-0.052059766,-0.14089414,-0.42684168,-0.5
97,0.29293555,0.10761126,0.250001,0.250001,-0.4992,-0.5,-0.068295279,-0.12798016,-0.5,-0.5
98,0.30634452,0.28910843,0.250001,0.250001,-0.4992,-0.5,-0.071427,-0.12572051,-0.5,-0.5
99,0.50112688,0.28625183,0.32399419,0.250001,-0.5,-0.5,-0.071427,-0.088595882,-0.5,-0.5
100,-0.067718879,-0.10156,0.300007,0.300007,-0.4992,-0.5,-0.054518949,-0.23946972,-0.49442663,-0.5
101,0.046437251,-0.0093599665,0.300007,0.300007,-0.4992,-0.5,0.034662761,-0.072610744,-0.42400548,-0.5
102,0.37186365,0.066471983,0.36928577,0.300007,-0.4992,-0.5,0.068068017,-0.071427,-0.5,-0.5
103,0.56013578,0.200941,0.300007,0.300007,-0.5,-0.5,-0.039958846,-0.071427,-0.49542641,-0.5
104,0.56011471,0.28048755,0.33868216,0.300007,-0.4992,-0.5,-0.040011964,-0.071427,-0.5,-0.5
105,0.56011471,0.28048755,0.33868216,0.300007,-0.4992,-0.5,-0.040011964,-0.071427,-0.5,-0.5
106,-0.098655828,-0.10156,0.349998,0.34844413,-0.4992,-0.5,-0.01823614,-0.091770433,-0.5,-0.5
107,0.09402324,-0.000732,0.349998,0.349998,-0.4992,-0.5,0.026466712,-0.099477368,-0.44898071,-0.5
108,0.11968067,0.061594523,0.36526733,0.349998,-0.4992,-0.5,-0.071427,-0.11602306,-0.5,-0.5
109,0.56831234,0.058381228,0.37133772,0.349998,-0.4992,-0.5,-0.071427,-0.071427,-0.5,-0.5
110,0.49359385,0.29704966,0.349998,0.32023162,-0.4992,-0.5,-0.0080691208,-0.095025838,-0.49906652,-0.5
111,0.49359385,0.29704966,0.349998,0.32023162,-0.4992,-0.5,-0.0080691208,-0.095025838,-0.49906652,-0.5
112,-0.10156,-0.10156,0.400004,0.400004,-0.5,-0.5,-0.043812166,-0.21397364,-0.46748493,-0.5
113,0.050549624,-0.0091059042,0.400004,0.400004,-0.4992,-0.5,-0.050336549,-0.094329418,-0.5,-0.5
114,0.15756081,0.024135938,0.400004,0.400004,-0.4992,-0.5,-0.042539194,-0.12597846,-0.5,-0.5
115,0.41736773,0.040524071,0.400004,0.39692513,-0.4992,-0.5,-0.071427,-0.12503321,-0.5,-0.5
116,0.41736773,0.301769,0.400004,0.37977668,-0.4992,-0.5,-0.071427,-0.10224254,-0.5,-0.5
117,0.49869949,0.3925535,0.400004,0.400004,-0.4992,-0.5,0.023591282,-0.071427,-0.5,-0.5
118,-0.10156,-0.10156,0.449995,0.449995,-0.4992,-0.5,-0.060196568,-0.1151128,-0.46443962,-0.5
119,-0.000732,-0.000732,0.499999,0.449995,-0.5,-0.5,0.054555756,-0.18730374,-0.5,-0.5
120,0.15242713,0.060913927,0.499999,0.449995,-0.5,-0.5,0.15041213,-0.21054528,-0.5,-0.5
121,0.200941,0.06053881,0.499999,0.449995,-0.4992,-0.5,-0.034688389,-0.20110697,-0.47776257,-0.5
122,0.56086434,0.26778242,0.449995,0.449995,-0.4992,-0.5,0.20566161,-0.079484739,-0.5,-0.5
123,0.57638101,0.478202,0.449995,0.39907414,-0.5,-0.5,0.036593648,-0.071427,-0.43234766,-0.5
124,-0.10156,-0.10156,0.29207786,0.199994,-0.5,-0.5,0.071564976,0.069367098,-0.44230662,-0.5
125,0.013815988,-0.000732,0.23209238,0.199994,-0.4992,-0.5,0.24115929,0.063640088,-0.5,-0.5
126,0.13412525,0.100096,0.199994,0.16807729,-0.5,-0.5,0.077277174,0.052193919,-0.5,-0.5
127,0.27986703,0.200941,0.199994,0.199994,-0.5,-0.5,0.2792225,0.055121943,-0.5,-0.5
128,0.31095312,0.22889531,0.199994,0.199994,-0.5,-0.5,0.3352019,0.071427,-0.48984976,-0.5
129,0.478202,0.36400296,0.2515778,0.199994,-0.5,-0.5,0.38213807,0.067347829,-0.5,-0.5
130,-0.10156,-0.10156,0.250001,0.250001,-0.5,-0.5,0.35351665,0.042815961,-0.45326423,-0.5
131,0.16393208,-0.000732,0.27669796,0.250001,-0.5,-0.5,0.084860949,0.071427,-0.5,-0.5
132,0.1617832,0.026443778,0.30357169,0.250001,-0.5,-0.5,0.090106844,0.071427,-0.5,-0.5
133,0.24634647,0.200941,0.250001,0.2488881,-0.5,-0.5,0.11963023,0.071427,-0.48049604,-0.5
134,0.50867005,0.25005636,0.27433669,0.250001,-0.4992,-0.5,0.1392907,0.069234276,-0.49332726,-0.5
135,0.50821664,0.42707424,0.27842766,0.250001,-0.4992,-0.5,0.19621883,0.05974715,-0.5,-0.5
136,-0.10156,-0.10156,0.300007,0.2963501,-0.5,-0.5,0.09375338,0.058081085,-0.44818346,-0.5
137,0.00075177098,-0.000732,0.300007,0.300007,-0.4992,-0.5,0.20897179,-0.034407442,-0.44299939,-0.5
138,0.16774143,0.100096,0.300007,0.300007,-0.4992,-0.5,0.1241316,0.071427,-0.49070351,-0.5
139,0.200941,0.200941,0.31092737,0.300007,-0.4992,-0.5,0.23197072,0.071427,-0.5,-0.5
140,0.37599165,0.25707772,0.300007,0.300007,-0.4992,-0.5,0.071427,0.071427,-0.47953018,-0.5
141,0.67122924,0.44026197,0.300007,0.300007,-0.4992,-0.5,0.071427,0.060307525,-0.5,-0.5
142,-0.055921482,-0.10156,0.36392031,0.349998,-0.5,-0.5,0.32367621,-0.023194142,-0.5,-0.5
143,-0.000732,-0.000732,0.349998,0.31555839,-0.4992,-0.5,0.18527902,-0.051385047,-0.43914659,-0.5
144,0.50975548,0.073391894,0.349998,0.32627303,-0.5,-0.5,0.071427,0.071427,-0.5,-0.5
145,0.50975548,0.073391894,0.349998,0.32627303,-0.5,-0.5,0.071427,0.071427,-0.5,-0.5
146,0.50975548,0.22017485,0.349998,0.32912612,-0.4992,-0.5,0.071427,0.045708054,-0.5,-0.5
147,0.49962345,0.39275592,0.349998,0.349998,-0.5,-0.5,0.071427,0.040206516,-0.5,-0.5
148,-0.059703694,-0.10156,0.400004,0.37330502,-0.4992,-0.5,0.5,-0.0061009264,-0.46068306,-0.5
149,-0.000732,-0.005028995,0.400004,0.38290483,-0.4992,-0.5,0.074767842,0.058425645,-0.49086991,-0.5
150,0.100096,0.01764922,0.400004,0.400004,-0.4992,-0.5,0.17671284,0.063777731,-0.45366356,-0.5
151,0.679858,0.12395994,0.400004,0.36441241,-0.5,-0.5,0.19380413,0.071427,-0.5,-0.5
152,0.679858,0.28762323,0.41416996,0.400004,-0.5,-0.5,0.13992211,0.04508907,-0.5,-0.5
153,0.679858,0.46936808,0.400004,0.35451137,-0.5,-0.5,0.17844464,0.050460277,-0.5,-0.5
154,-0.087785213,-0.10156,0.449995,0.449995,-0.4992,-0.5,0.074657969,-0.1151128,-0.46443962,-0.5
155,-0.000732,-0.000732,0.499999,0.449995,-0.5,-0.5,0.11418745,-0.18730374,-0.47967923,-0.5
156,0.15695736,0.034173375,0.449995,0.449995,-0.5,-0.5,0.13312742,0.041816946,-0.5,-0.5
157,0.626728,0.17451281,0.449995,0.4200975,-0.5,-0.5,0.071427,0.071427,-0.5,-0.5
158,0.62640816,0.22517852,0.449995,0.41819546,-0.4992,-0.5,0.071427,0.062659718,-0.5,-0.5
159,0.62139681,0.38407706,0.449995,0.41223028,-0.4992,-0.5,0.071427,0.071427,-0.47876539,-0.5
160,0.013815988,-0.000732,0.23209238,0.199994,-0.4992,-0.5,0.24115929,0.063640088,-0.5,-0.5
161,0.11925837,0.0052530116,0.199994,0.199994,-0.5,-0.5,0.37728597,0.056691559,-0.5,-0.5
162,0.2700451,0.200941,0.199994,0.199994,-0.5,-0.5,0.2792225,0.19498756,-0.401042,-0.5
163,0.37489322,0.301769,0.199994,0.18739419,-0.5,-0.5,0.48113378,0.17250217,-0.43352711,-0.5
164,0.48273837,0.35447857,0.2250847,0.199994,-0.4992,-0.5,0.5,0.1607711,-0.44488195,-0.5
165,-0.10156,-0.10156,0.2596782,0.250001,-0.4992,-0.5,0.42591734,0.12213781,-0.5,-0.5
166,0.11822205,-0.000732,0.28880262,0.250001,-0.4992,-0.5,0.214282,0.073754171,-0.5,-0.5
167,0.100096,0.0068692616,0.32584042,0.250001,-0.4992,-0.5,0.26813934,0.079019147,-0.5,-0.5
168,0.34435784,0.11463221,0.250001,0.22558037,-0.4992,-0.5,0.5,0.214282,-0.40266839,-0.5
169,0.32465364,0.301769,0.250001,0.21398207,-0.5,-0.5,0.32154151,0.18595881,-0.40793506,-0.5
170,0.478202,0.40069346,0.30120465,0.250001,-0.4992,-0.5,0.34503911,0.15053629,-0.43479102,-0.5
171,-0.079213548,-0.10156,0.30435363,0.300007,-0.5,-0.5,0.29909856,0.10205423,-0.5,-0.5
172,-0.000732,-0.000732,0.300007,0.300007,-0.4992,-0.5,0.21463299,0.15300495,-0.4069322,-0.5
173,0.17931535,0.0056292955,0.300007,0.300007,-0.4992,-0.5,0.28525162,0.085968332,-0.49216754,-0.5
174,0.200941,0.14950889,0.33817101,0.300007,-0.4992,-0.5,0.26233362,0.20658701,-0.5,-0.5
175,0.50048756,0.14952484,0.300007,0.300007,-0.4992,-0.5,0.4851252,0.20654763,-0.49296903,-0.5
176,0.4840106,0.44893917,0.300007,0.25516934,-0.4992,-0.5,0.45563565,0.13977602,-0.44187133,-0.5
177,0.016126192,-0.10156,0.349998,0.349998,-0.4992,-0.5,0.32367621,0.18906769,-0.45751926,-0.5
178,0.0038976744,-0.000732,0.349998,0.349998,-0.5,-0.5,0.24018005,0.19083063,-0.42615564,-0.5
179,0.100096,0.0043815298,0.349998,0.32202997,-0.4992,-0.5,0.214282,0.15370979,-0.45614573,-0.5
180,0.2434578,0.1535629,0.36950838,0.349998,-0.4992,-0.5,0.5,0.20571235,-0.5,-0.5
181,0.301769,0.15293885,0.36671737,0.349998,-0.4992,-0.5,0.43304041,0.2058489,-0.5,-0.5
182,0.478202,0.40808466,0.349998,0.349998,-0.4992,-0.5,0.214282,0.2015615,-0.4695716,-0.5
183,-0.059703694,-0.10389857,0.400004,0.3735682,-0.4992,-0.5,0.5,0.16414589,-0.5,-0.5
184,-0.000732,-0.000732,0.400004,0.38229493,-0.4992,-0.5,0.5,0.214282,-0.46731749,-0.5
185,0.100096,0.037501497,0.400004,0.35477003,-0.4992,-0.5,0.5,0.21080461,-0.42075711,-0.5
186,0.679858,0.17096281,0.44732697,0.400004,-0.4992,-0.5,0.38825425,0.20190509,-0.5,-0.5
187,0.679858,0.17096281,0.44732697,0.400004,-0.4992,-0.5,0.38825425,0.20190509,-0.5,-0.5
188,0.679858,0.41228613,0.4380697,0.400004,-0.5,-0.5,0.38825425,0.14807952,-0.5,-0.5
189,-0.10156,-0.10156,0.449995,0.35108355,-0.4992,-0.5,0.33188871,-0.010862767,-0.48408546,-0.5
190,-0.000732,-0.034975348,0.449995,0.38229493,-0.4992,-0.5,0.5,0.16769379,-0.5,-0.5
191,0.100096,0.057261435,0.449995,0.449995,-0.4992,-0.5,0.35007705,0.214282,-0.5,-0.5
192,0.67626386,0.200941,0.449995,0.449995,-0.5,-0.5,0.28854535,0.214282,-0.5,-0.5
193,0.679858,0.301769,0.449995,0.449995,-0.4992,-0.5,0.35408812,0.19005205,-0.48796762,-0.5
194,0.679858,0.39537009,0.449995,0.449995,-0.4992,-0.5,0.5,0.18774942,-0.49816229,-0.5
195,0.08366392,-0.027744878,0.199994,0.19316349,-0.5,-0.5,0.5,0.2459862,-0.5,-0.5
196,0.100096,0.014941311,0.199994,0.18352638,-0.5,-0.5,0.42713205,0.23646686,-0.5,-0.5
197,0.200941,0.027688585,0.2867946,0.199994,-0.4992,-0.5,0.449398,0.23370561,-0.43649018,-0.5
198,0.37489322,0.301769,0.199994,0.18739419,-0.5,-0.5,0.48113378,0.17250217,-0.43352711,-0.5
199,0.48273837,0.35447857,0.2250847,0.199994,-0.4992,-0.5,0.5,0.1607711,-0.44488195,-0.5
200,-0.10156,-0.10279557,0.250001,0.250001,-0.4992,-0.5,0.42591734,0.26277,-0.4815428,-0.5
201,-0.000732,-0.000732,0.30606088,0.250001,-0.4992,-0.5,0.41036899,0.24006169,-0.5,-0.5
202,0.3497204,0.03028316,0.250001,0.22632057,-0.4992,-0.5,0.5,0.23309246,-0.40322806,-0.5
203,0.38196778,0.200941,0.250001,0.250001,-0.4992,-0.5,0.5,0.34620772,-0.40659358,-0.5
204,0.33599454,0.24618044,0.250001,0.250001,-0.4992,-0.5,0.5,0.18494577,-0.40179555,-0.5
205,0.6544509,0.40070509,0.250001,0.250001,-0.4992,-0.5,0.5,0.15048564,-0.46413417,-0.5
206,-0.06374408,-0.10156,0.300007,0.29097903,-0.4992,-0.5,0.42374201,0.2625414,-0.5,-0.5
207,0.066291302,-0.000732,0.300007,0.300007,-0.4992,-0.5,0.43264237,0.24005601,-0.49393822,-0.5
208,0.100096,0.100096,0.33347557,0.300007,-0.4992,-0.5,0.42412788,0.32860683,-0.5,-0.5
209,0.26210958,0.14952484,0.300007,0.300007,-0.4992,-0.5,0.5,0.20654763,-0.49296903,-0.5
210,0.301769,0.11007575,0.300007,0.29687383,-0.4992,-0.5,0.5,0.34617814,-0.5,-0.5
211,0.4840106,0.44893917,0.300007,0.25516934,-0.4992,-0.5,0.45563565,0.13977602,-0.44187133,-0.5
212,-0.10156,-0.10639879,0.36479392,0.349998,-0.5,-0.5,0.42115861,0.2636813,-0.4603999,-0.5
213,-0.000732,-0.0090337292,0.35722773,0.349998,-0.4992,-0.5,0.3879972,0.24196107,-0.40679816,-0.5
214,0.17237044,0.041551433,0.349998,0.349998,-0.4992,-0.5,0.5,0.23067342,-0.4338975,-0.5
215,0.200941,0.13560644,0.349998,0.3373198,-0.4992,-0.5,0.5,0.27333862,-0.5,-0.5
216,0.301769,0.15293885,0.36671737,0.349998,-0.4992,-0.5,0.43304041,0.2058489,-0.5,-0.5
217,0.679858,0.14539304,0.349998,0.29936948,-0.4992,-0.5,0.5,0.22534037,-0.5,-0.5
218,-0.10156,-0.12929,0.40323957,0.400004,-0.5,-0.5,0.494072,0.3506033,-0.5,-0.5
219,-0.000732,-0.000732,0.41832248,0.38229493,-0.4992,-0.5,0.5,0.24016707,-0.45663498,-0.5
220,0.10831581,0.047186415,0.400004,0.34917192,-0.4992,-0.5,0.5,0.22946371,-0.4478768,-0.5
221,0.679858,0.17096281,0.44732697,0.400004,-0.4992,-0.5,0.38825425,0.20190509,-0.5,-0.5
222,0.679858,0.17096281,0.44732697,0.400004,-0.4992,-0.5,0.38825425,0.20190509,-0.5,-0.5
223,0.679858,0.41228613,0.4380697,0.400004,-0.5,-0.5,0.38825425,0.14807952,-0.5,-0.5
224,-0.10156,-0.12667903,0.46152559,0.40474269,-0.4992,-0.5,0.5,0.34848235,-0.5,-0.5
225,-0.000732,-0.000732,0.449995,0.449995,-0.5,-0.5,0.41310277,0.25890307,-0.4767552,-0.5
226,0.11703672,0.064597712,0.449995,0.34501289,-0.4992,-0.5,0.5,0.22562779,-0.5,-0.5
227,0.679858,0.16839717,0.449995,0.415639,-0.4992,-0.5,0.5,0.21728354,-0.5,-0.5
228,0.679858,0.29384479,0.449995,0.449995,-0.5,-0.5,0.5,0.21681646,-0.5,-0.5
229,0.679858,0.39537009,0.449995,0.449995,-0.4992,-0.5,0.5,0.18774942,-0.49816229,-0.5
230,0.08366392,-0.027744878,0.199994,0.19316349,-0.5,-0.5,0.5,0.2459862,-0.5,-0.5
231,0.15899044,0.034438854,0.28687949,0.199994,-0.4992,-0.5,0.5,0.23220033,-0.4340046,-0.5
232,0.42787764,0.024648065,0.199994,0.18494162,-0.4992,-0.5,0.5,0.23430219,-0.48198157,-0.5
233,0.45399275,0.301769,0.199994,0.199994,-0.4992,-0.5,0.5,0.34395935,-0.43273126,-0.5
234,0.48273837,0.478202,0.199994,0.199994,-0.4992,-0.5,0.5,0.37341218,-0.5,-0.5
235,0.009393036,-0.10156,0.27964028,0.250001,-0.4992,-0.5,0.5,0.5,-0.5,-0.5
236,0.24047456,-0.011211881,0.250001,0.19428637,-0.4992,-0.5,0.5,0.24234616,-0.48036733,-0.5
237,0.3497204,0.03028316,0.250001,0.22632057,-0.4992,-0.5,0.5,0.23309246,-0.40322806,-0.5
