,attr0_hi,attr0_lo,attr1_hi,attr1_lo,attr2_hi,attr2_lo,attr3_hi,attr3_lo,attr4_hi,attr4_lo
36,-0.000732,-0.0088150725,-0.199994,-0.2089894,-0.5,-0.5,-0.067086618,-0.214282,-0.5,-0.5
37,-0.10156,-0.10156,-0.15,-0.17338727,-0.5,-0.5,-0.098895017,-0.22413498,-0.49281066,-0.5
38,0.048901621,-0.023216364,-0.15,-0.15,-0.4992,-0.5,-0.031998584,-0.214282,-0.5,-0.5
39,-0.097082851,-0.12929,-0.5,-0.5,-0.5,-0.5,0.035484824,-0.17021479,-0.38488165,-0.5
40,0.084204987,-0.010500791,-0.5,-0.5,-0.4992,-0.5,0.049794466,-0.18791286,-0.3926997,-0.5
41,0.11988348,0.100096,-0.5,-0.5,-0.5,-0.5,0.082558831,-0.17586381,-0.435577,-0.5
42,0.20970835,0.069950768,-0.5,-0.5,-0.4992,-0.5,0.07338878,-0.071427,-0.45592983,-0.5
43,0.3556453,0.2955646,-0.5,-0.5,-0.5,-0.5,0.034914404,-0.071427,-0.5,-0.5
44,0.64954125,0.47392783,-0.5,-0.5,-0.4992,-0.5,-0.071427,-0.079408084,-0.5,-0.5
45,-0.10156,-0.12929,-0.42091244,-0.449995,-0.5,-0.5,0.027624885,-0.21230142,-0.45245833,-0.5
46,-0.000732,-0.029174448,-0.39715304,-0.449995,-0.5,-0.5,-0.035232649,-0.21939201,-0.45803285,-0.5
47,0.17358439,0.038744283,-0.449995,-0.45289162,-0.5,-0.5,-0.071427,-0.071427,-0.43473071,-0.5
48,0.3583035,0.14568419,-0.449995,-0.449995,-0.5,-0.5,-0.035510708,-0.071427,-0.41902213,-0.5
49,0.3544579,0.27551507,-0.449995,-0.449995,-0.5,-0.5,0.011900008,-0.099369261,-0.5,-0.5
50,0.62897691,0.46247991,-0.39203552,-0.46849732,-0.4992,-0.5,-0.071427,-0.14392485,-0.5,-0.5
51,-0.068766734,-0.10156,-0.400004,-0.400004,-0.5,-0.5,0.03329569,-0.081249866,-0.37536649,-0.5
52,-0.000732,-0.030469565,-0.400004,-0.400004,-0.5,-0.5,-0.060046439,-0.10349132,-0.3752353,-0.5
53,0.100096,0.100096,-0.400004,-0.43073701,-0.5,-0.5,0.34218946,-0.098605162,-0.49255069,-0.5
54,0.27849174,0.18204883,-0.37291592,-0.400004,-0.5,-0.5,0.30524367,-0.12107881,-0.5,-0.5
55,0.32036435,0.18325011,-0.37115506,-0.4041243,-0.5,-0.5,0.30353327,-0.11343162,-0.5,-0.5
56,0.62897691,0.46247991,-0.39203552,-0.46849732,-0.4992,-0.5,-0.071427,-0.14392485,-0.5,-0.5
57,-0.10156,-0.1188405,-0.349998,-0.349998,-0.5,-0.5,0.28363881,-0.090256927,-0.49099047,-0.5
58,-0.000732,-0.000732,-0.30399256,-0.349998,-0.5,-0.5,0.027183877,-0.10058649,-0.5,-0.5
59,0.100096,-0.020921343,-0.31457816,-0.349998,-0.5,-0.5,-0.025873779,-0.11294191,-0.5,-0.5
60,0.32014095,0.033143249,-0.30679945,-0.36298121,-0.5,-0.5,0.20123995,-0.11578691,-0.5,-0.5
61,0.31873474,0.2279089,-0.349998,-0.37751428,-0.5,-0.5,0.28908938,-0.11545678,-0.48538877,-0.5
62,0.57986634,0.4737289,-0.29900483,-0.5,-0.4992,-0.5,-0.071427,-0.071427,-0.5,-0.5
63,-0.01255264,-0.10156,-0.300007,-0.300007,-0.4992,-0.5,0.041792585,-0.07769681,-0.5,-0.5
64,-0.000732,-0.012511989,-0.300007,-0.3213238,-0.4992,-0.5,0.25535412,-0.13352184,-0.49603984,-0.5
65,0.100096,0.062633567,-0.300007,-0.300007,-0.4992,-0.5,0.061071182,-0.19362499,-0.48747417,-0.5
66,0.2056151,0.032946456,-0.300007,-0.300007,-0.5,-0.5,0.19365165,-0.157976,-0.5,-0.5
67,0.31984353,0.03376459,-0.300007,-0.37490971,-0.5,-0.5,0.19381941,-0.092117287,-0.5,-0.5
68,0.48457806,0.478202,-0.26583051,-0.32053567,-0.5,-0.5,-0.071427,-0.10234578,-0.5,-0.5
69,-0.10156,-0.11649986,-0.2489562,-0.250001,-0.4992,-0.5,-0.059976367,-0.2330121,-0.5,-0.5
70,0.088892946,-0.021951799,-0.250001,-0.250001,-0.5,-0.5,0.040943704,-0.16605894,-0.5,-0.5
71,0.11480527,0.100096,-0.250001,-0.32804391,-0.4992,-0.5,0.045310696,-0.187101,-0.5,-0.5
72,0.200941,0.16283542,-0.250001,-0.250001,-0.4992,-0.5,0.021479843,-0.095055318,-0.46286016,-0.5
73,0.33254003,0.29729405,-0.23340333,-0.250001,-0.5,-0.5,-0.071427,-0.11785751,-0.5,-0.5
74,0.50578481,0.42404536,-0.24002415,-0.250001,-0.4992,-0.5,-0.071427,-0.071427,-0.5,-0.5
75,-0.042472475,-0.10156,-0.199994,-0.199994,-0.5,-0.5,-0.00064800346,-0.071427,-0.49951852,-0.5
76,0.0015271354,-0.012226672,-0.199994,-0.22237549,-0.5,-0.5,-0.071427,-0.19156842,-0.49249072,-0.5
77,0.14893716,0.100096,-0.199994,-0.20471218,-0.5,-0.5,0.071474688,-0.13339673,-0.49309511,-0.5
78,0.30589215,0.042902126,-0.199994,-0.21149848,-0.4992,-0.5,-0.0018293359,-0.071427,-0.49018766,-0.5
79,0.32618119,0.26823183,-0.199994,-0.199994,-0.5,-0.5,-0.047565807,-0.077240364,-0.5,-0.5
80,0.52084004,0.42970386,-0.199994,-0.20810094,-0.5,-0.5,-0.071427,-0.071427,-0.47446059,-0.5
81,-0.07669878,-0.10623597,-0.15,-0.18571923,-0.4992,-0.5,-0.070190584,-0.071427,-0.45468888,-0.5
82,0.10104301,-0.024617184,-0.15,-0.16531299,-0.5,-0.5,-0.060299062,-0.071427,-0.5,-0.5
83,0.10104301,-0.024617184,-0.15,-0.16531299,-0.5,-0.5,-0.060299062,-0.071427,-0.5,-0.5
84,0.31600521,0.1822718,-0.15,-0.19901935,-0.5,-0.5,-0.071427,-0.10390194,-0.5,-0.5
85,0.30744725,0.29589256,-0.15,-0.15,-0.5,-0.5,0.044006849,-0.10454175,-0.5,-0.5
86,0.4829578,0.478202,-0.15,-0.17051365,-0.4992,-0.5,-0.052009724,-0.071427,-0.5,-0.5
87,-0.091496689,-0.10156,-0.5,-0.5,-0.4992,-0.5,0.085561511,0.070278208,-0.35504954,-0.5
88,0.045990569,-0.000732,-0.5,-0.5,-0.4992,-0.5,0.27276608,0.063862995,-0.43737413,-0.5
89,0.12274575,0.051518292,-0.5,-0.5,-0.5,-0.5,0.071427,0.066534158,-0.5,-0.5
90,0.29611101,0.200941,-0.5,-0.5,-0.4992,-0.5,0.1256216,0.045959768,-0.5,-0.5
91,0.301769,0.19822657,-0.5,-0.5,-0.4992,-0.5,0.12463037,0.054206101,-0.5,-0.5
92,0.63449877,0.24215695,-0.5,-0.5,-0.4992,-0.5,0.14067255,0.031813899,-0.5,-0.5
93,-0.10156,-0.12929,-0.4362564,-0.449995,-0.5,-0.5,0.17574388,0.016758022,-0.39471434,-0.5
94,-0.000732,-0.000732,-0.449995,-0.49049634,-0.5,-0.5,0.24614784,0.045295855,-0.45172459,-0.5
95,0.100096,0.094705164,-0.39948915,-0.449995,-0.5,-0.5,0.341624,-0.062505691,-0.5,-0.5
96,0.27015462,0.19635416,-0.449995,-0.48005875,-0.4992,-0.5,0.5,0.071427,-0.5,-0.5
97,0.31732286,0.301769,-0.4334022,-0.5,-0.5,-0.5,0.44263643,0.062604723,-0.5,-0.5
98,0.60368153,0.4385255,-0.449995,-0.5,-0.5,-0.5,0.071427,0.027321299,-0.5,-0.5
99,-0.075350707,-0.10156,-0.33948481,-0.400004,-0.4992,-0.5,0.26540183,-0.09206064,-0.5,-0.5
100,-0.000732,-0.000732,-0.29953184,-0.400004,-0.4992,-0.5,0.10835041,0.05204232,-0.5,-0.5
101,0.100096,0.100096,-0.400004,-0.400004,-0.5,-0.5,0.34218946,-0.065749456,-0.5,-0.5
102,0.200941,0.092807205,-0.400004,-0.42983974,-0.4992,-0.5,0.34387029,0.033830565,-0.5,-0.5
103,0.32036435,0.18325011,-0.37115506,-0.4041243,-0.5,-0.5,0.30353327,-0.11343162,-0.5,-0.5
104,0.57275393,0.36800711,-0.400004,-0.5,-0.4992,-0.5,0.39292516,0.071427,-0.5,-0.5
105,-0.10156,-0.1188405,-0.349998,-0.349998,-0.5,-0.5,0.28363881,-0.090256927,-0.49099047,-0.5
106,-0.000732,-0.016631223,-0.31835957,-0.349998,-0.5,-0.5,0.18083211,0.065149095,-0.48346058,-0.5
107,0.100096,-0.01210505,-0.349998,-0.36226827,-0.5,-0.5,0.28726818,-0.049848534,-0.5,-0.5
108,0.31918521,0.200941,-0.349998,-0.37976222,-0.5,-0.5,0.28353571,-0.031669491,-0.48155453,-0.5
109,0.31873474,0.2279089,-0.349998,-0.37751428,-0.5,-0.5,0.28908938,-0.11545678,-0.48538877,-0.5
110,0.57334994,0.21902903,-0.349998,-0.42764054,-0.4992,-0.5,0.29459111,-0.026634698,-0.5,-0.5
111,-0.027419275,-0.10156,-0.300007,-0.300007,-0.5,-0.5,0.22339477,-0.068218564,-0.5,-0.5
112,-0.000732,-0.000732,-0.300007,-0.30628369,-0.4992,-0.5,0.2618449,0.035784032,-0.5,-0.5
113,0.100096,0.017152167,-0.300007,-0.300007,-0.49945058,-0.5,0.071427,0.013431518,-0.46768863,-0.5
114,0.2056151,0.032946456,-0.300007,-0.300007,-0.5,-0.5,0.19365165,-0.157976,-0.5,-0.5
115,0.3154057,0.301769,-0.300007,-0.38110486,-0.5,-0.5,0.24853135,-0.021870353,-0.46100004,-0.5
116,0.51341616,0.42845482,-0.300007,-0.300007,-0.5,-0.5,0.24192533,-0.053966483,-0.5,-0.5
117,0.003673049,-0.12079552,-0.250001,-0.250001,-0.5,-0.5,0.081525907,0.034326998,-0.5,-0.5
118,0.091625788,-0.018928117,-0.250001,-0.250001,-0.5,-0.5,0.10203053,0.071427,-0.5,-0.5
119,0.10720779,0.095506656,-0.250001,-0.28555122,-0.5,-0.5,0.083243026,-0.031934006,-0.45011612,-0.5
120,0.3195948,0.184416,-0.250001,-0.27277697,-0.5,-0.5,0.1152612,-0.1209698,-0.48186792,-0.5
121,0.3195948,0.184416,-0.250001,-0.27277697,-0.5,-0.5,0.1152612,-0.1209698,-0.48186792,-0.5
122,0.51578321,0.36997464,-0.250001,-0.28762677,-0.5,-0.5,0.18208486,-0.053852634,-0.5,-0.5
123,-0.10156,-0.1028896,-0.199994,-0.199994,-0.5,-0.5,0.11864975,-0.049882288,-0.44491532,-0.5
124,-0.000732,-0.0087695449,-0.199994,-0.199994,-0.4992,-0.5,0.28356172,-0.0086816786,-0.48917928,-0.5
125,0.17791181,0.100096,-0.199994,-0.199994,-0.5,-0.5,0.077628424,0.059791768,-0.49569757,-0.5
126,0.20864271,0.1191821,-0.19671477,-0.199994,-0.4992,-0.5,0.071427,0.035122608,-0.5,-0.5
127,0.31203075,0.14365201,-0.199994,-0.199994,-0.5,-0.5,0.12688851,0.0092723211,-0.5,-0.5
128,0.478202,0.34265325,-0.199994,-0.199994,-0.5,-0.5,0.1176459,-0.014683321,-0.5,-0.5
129,-0.10156,-0.12401435,-0.15,-0.15,-0.5,-0.5,0.096719373,0.058266508,-0.41956378,-0.5
130,-0.000732,-0.014042349,-0.15,-0.19406964,-0.4992,-0.5,0.15334216,0.049025732,-0.45809111,-0.5
131,0.21500286,0.06220301,-0.13135741,-0.15,-0.4992,-0.5,0.1313699,0.071427,-0.5,-0.5
132,0.22029532,0.16638785,-0.15,-0.15,-0.5,-0.5,0.071427,-0.014801831,-0.5,-0.5
133,0.4216377,0.301769,-0.15,-0.15073726,-0.5,-0.5,0.092813486,0.05650579,-0.47888346,-0.5
134,0.49408636,0.478202,-0.15,-0.15,-0.5,-0.5,0.13844627,0.071427,-0.49575798,-0.5
135,0.01053245,-0.10156,-0.45169995,-0.5,-0.4992,-0.5,0.27629538,0.090822006,-0.4903411,-0.5
136,0.029284999,-0.000732,-0.5,-0.5,-0.4992,-0.5,0.3721402,0.076050295,-0.5,-0.5
137,0.10660129,0.100096,-0.5,-0.5,-0.4992,-0.5,0.49094274,0.057686893,-0.5,-0.5
138,0.36602728,0.14182973,-0.48417526,-0.5,-0.5,-0.5,0.5,0.20752759,-0.5,-0.5
139,0.36602728,0.14182973,-0.48417526,-0.5,-0.5,-0.5,0.5,0.20752759,-0.5,-0.5
140,0.64936354,0.31770973,-0.5,-0.5,-0.4992,-0.5,0.5,0.1682902,-0.45098678,-0.5
141,-0.10156,-0.11280931,-0.44103571,-0.449995,-0.4992,-0.5,0.214282,0.0103103,-0.40976357,-0.5
142,-0.000732,-0.000732,-0.449995,-0.449995,-0.5,-0.5,0.24614784,0.19374572,-0.44658399,-0.5
143,0.100096,0.100096,-0.44203075,-0.45176229,-0.5,-0.5,0.45996368,0.093938653,-0.5,-0.5
144,0.200941,0.11205885,-0.36136139,-0.449995,-0.5,-0.5,0.45067592,0.214282,-0.5,-0.5
145,0.301769,0.11196308,-0.38411408,-0.48210206,-0.4992,-0.5,0.5,0.214282,-0.5,-0.5
146,0.59393139,0.23112415,-0.30528195,-0.5,-0.4992,-0.5,0.5,0.1877822,-0.5,-0.5
147,-0.075350707,-0.10156,-0.33948481,-0.400004,-0.4992,-0.5,0.26540183,-0.09206064,-0.5,-0.5
148,0.094683982,-0.000732,-0.34479916,-0.43450151,-0.4992,-0.5,0.34574082,0.17310699,-0.5,-0.5
149,0.100096,0.057979526,-0.400004,-0.44474907,-0.5,-0.5,0.39618461,0.12789109,-0.5,-0.5
150,0.28570626,0.11204471,-0.36472022,-0.400004,-0.5,-0.5,0.5,0.214282,-0.49268332,-0.5
151,0.301769,0.11196308,-0.38411408,-0.400004,-0.5,-0.5,0.3960333,0.214282,-0.5,-0.5
152,0.59393139,0.23112415,-0.30528195,-0.5,-0.4992,-0.5,0.5,0.1877822,-0.5,-0.5
153,-0.057009704,-0.12929,-0.33916606,-0.349998,-0.5,-0.5,0.27332298,0.182098,-0.5,-0.5
154,0.018939233,-0.0094336847,-0.349998,-0.349998,-0.5,-0.5,0.34123723,0.214282,-0.49982678,-0.5
155,0.100096,-0.0095820909,-0.349998,-0.43107392,-0.5,-0.5,0.32029638,0.17146766,-0.5,-0.5
156,0.27138909,0.13338591,-0.349998,-0.41071293,-0.4992,-0.5,0.5,0.20953657,-0.5,-0.5
157,0.34892485,0.11304901,-0.349998,-0.37086851,-0.5,-0.5,0.5,0.21407185,-0.48317974,-0.5
158,0.59393139,0.23112415,-0.30528195,-0.5,-0.4992,-0.5,0.5,0.1877822,-0.5,-0.5
159,-0.03664954,-0.12929,-0.300007,-0.300007,-0.5,-0.5,0.26697443,0.10401525,-0.5,-0.5
160,-0.000732,-0.0026396358,-0.300007,-0.30750804,-0.4992,-0.5,0.24142304,0.19933109,-0.5,-0.5
161,0.100096,-0.0026382759,-0.300007,-0.31625638,-0.5,-0.5,0.21610924,0.19932194,-0.5,-0.5
162,0.22027694,0.11238085,-0.28486304,-0.300007,-0.5,-0.5,0.5,0.214282,-0.49777837,-0.5
163,0.33031484,0.23296396,-0.300007,-0.38196242,-0.5,-0.5,0.5,0.18737686,-0.48218985,-0.5
164,0.48154191,0.24183372,-0.300007,-0.300007,-0.4992,-0.5,0.5,0.18539884,-0.5,-0.5
165,-0.062672202,-0.12929,-0.250001,-0.250001,-0.5,-0.5,0.28292614,0.027495997,-0.47514232,-0.5
166,-0.000732,-0.012743568,-0.250001,-0.250001,-0.5,-0.5,0.2269757,0.064188967,-0.46272733,-0.5
167,0.17114532,0.077032105,-0.250001,-0.250001,-0.5,-0.5,0.44610098,0.214282,-0.5,-0.5
168,0.200941,0.14857536,-0.250001,-0.250001,-0.5,-0.5,0.48338661,0.20624308,-0.5,-0.5
169,0.301769,0.27244851,-0.21808242,-0.250001,-0.5,-0.5,0.36182407,0.19995333,-0.5,-0.5
170,0.54854753,0.478202,-0.250001,-0.26120729,-0.5,-0.5,0.37944787,0.14528422,-0.5,-0.5
171,-0.053693068,-0.10202578,-0.199994,-0.199994,-0.5,-0.5,0.34820051,-0.076569794,-0.5,-0.5
172,-0.000732,-0.0087695449,-0.199994,-0.199994,-0.4992,-0.5,0.28356172,-0.0086816786,-0.48917928,-0.5
173,0.100096,0.060115336,-0.199994,-0.2200787,-0.4992,-0.5,0.30756851,0.13438862,-0.5,-0.5
174,0.23005183,0.18960667,-0.199994,-0.199994,-0.5,-0.5,0.40020155,0.19713974,-0.45294398,-0.5
175,0.30541521,0.26738294,-0.199994,-0.21464764,-0.5,-0.5,0.45361705,0.21110161,-0.5,-0.5
176,0.48073587,0.478202,-0.199994,-0.199994,-0.5,-0.5,0.35850339,0.17610238,-0.5,-0.5
177,0.062802408,-0.000732,-0.15,-0.15,-0.4992,-0.5,0.37035232,0.19856656,-0.5,-0.5
178,0.100096,-0.004878601,-0.13977644,-0.15,-0.4992,-0.5,0.28053084,0.21150195,-0.5,-0.5
179,0.2809457,0.11294852,-0.15,-0.16562608,-0.5,-0.5,0.214282,0.214282,-0.4948357,-0.5
180,0.31958912,0.24408193,-0.15,-0.15,-0.5,-0.5,0.25512938,0.18503828,-0.5,-0.5
181,0.65118146,0.47304425,-0.15,-0.15,-0.5,-0.5,0.30310454,0.15635313,-0.47383077,-0.5
182,-0.0023207712,-0.10156,-0.5,-0.5,-0.4992,-0.5,0.38290008,0.26179044,-0.4762836,-0.5
183,-0.000732,-0.0013769293,-0.5,-0.5,-0.5,-0.5,0.38338435,0.23944888,-0.39909809,-0.5
184,0.100096,0.029489981,-0.47935506,-0.5,-0.5,-0.5,0.40502799,0.23258471,-0.42955077,-0.5
185,0.36602728,0.14182973,-0.48417526,-0.5,-0.5,-0.5,0.5,0.20752759,-0.5,-0.5
186,0.41228281,0.301769,-0.5,-0.5,-0.5,-0.5,0.5,0.31206712,-0.46748487,-0.5
187,0.64936354,0.31770973,-0.5,-0.5,-0.4992,-0.5,0.5,0.1682902,-0.45098678,-0.5
188,-0.10156,-0.12929,-0.34426182,-0.449995,-0.5,-0.5,0.35990843,0.33667395,-0.5,-0.5
189,0.064102046,-0.000732,-0.41186935,-0.45055436,-0.5,-0.5,0.5,0.23938778,-0.47238075,-0.5
190,0.100096,0.0025328314,-0.42911586,-0.449995,-0.5,-0.5,0.357182,0.23864351,-0.5,-0.5
191,0.200941,0.0031362249,-0.41939704,-0.449995,-0.5,-0.5,0.45067592,0.23851807,-0.5,-0.5
192,0.34166561,0.0034545539,-0.41922743,-0.449995,-0.4992,-0.5,0.5,0.23844724,-0.5,-0.5
193,0.59393139,0.23112415,-0.30528195,-0.5,-0.4992,-0.5,0.5,0.1877822,-0.5,-0.5
194,-0.09211952,-0.10563246,-0.34646793,-0.400004,-0.4992,-0.5,0.5,0.26284275,-0.5,-0.5
195,0.013882665,-0.000732,-0.29770418,-0.400004,-0.5,-0.5,0.49225141,0.30667586,-0.49062641,-0.5
196,0.15252873,0.024935687,-0.400004,-0.400004,-0.5,-0.5,0.5,0.357182,-0.5,-0.5
197,0.29348518,0.039533516,-0.400004,-0.400004,-0.5,-0.5,0.5,0.23041941,-0.5,-0.5
198,0.301769,0.039533516,-0.400004,-0.400004,-0.5,-0.5,0.3960333,0.23041941,-0.5,-0.5
199,0.59393139,0.23112415,-0.30528195,-0.5,-0.4992,-0.5,0.5,0.1877822,-0.5,-0.5
200,-0.10156,-0.1026801,-0.34101395,-0.349998,-0.4992,-0.5,0.42464937,0.26218947,-0.5,-0.5
201,0.016257743,-0.000732,-0.30914182,-0.35125721,-0.5,-0.5,0.49767217,0.23948421,-0.47144915,-0.5
202,0.30324839,-0.00053450393,-0.30563476,-0.349998,-0.5,-0.5,0.5,0.357182,-0.47283188,-0.5
203,0.33565274,0.10891479,-0.349998,-0.35235303,-0.4992,-0.5,0.5,0.35284747,-0.5,-0.5
204,0.33565274,0.10891479,-0.349998,-0.35235303,-0.4992,-0.5,0.5,0.35284747,-0.5,-0.5
205,0.59393139,0.23112415,-0.30528195,-0.5,-0.4992,-0.5,0.5,0.1877822,-0.5,-0.5
206,-0.10156,-0.10565057,-0.300007,-0.300007,-0.4992,-0.5,0.45672718,0.2628904,-0.47760106,-0.5
207,0.031384524,-0.0074682358,-0.29985926,-0.300007,-0.5,-0.5,0.357182,0.24099515,-0.5,-0.5
208,0.24379018,-0.00040248148,-0.300007,-0.30371416,-0.4992,-0.5,0.5,0.2394193,-0.48866329,-0.5
209,0.29888046,0.19069154,-0.300007,-0.36379985,-0.4992,-0.5,0.5,0.357182,-0.5,-0.5
210,0.38694142,0.20180983,-0.300007,-0.30888639,-0.5,-0.5,0.5,0.34351336,-0.44662275,-0.5
211,0.478202,0.21017772,-0.300007,-0.300007,-0.5,-0.5,0.41286049,0.32118863,-0.5,-0.5
212,-0.10156,-0.10156,-0.22724245,-0.250001,-0.4992,-0.5,0.4525703,0.31289398,-0.5,-0.5
213,0.045306672,-0.000732,-0.23133478,-0.27602576,-0.5,-0.5,0.46079625,0.23955725,-0.49888236,-0.5
214,0.100096,0.035918671,-0.2252432,-0.250001,-0.5,-0.5,0.43214012,0.23514051,-0.5,-0.5
215,0.200941,0.14844377,-0.250001,-0.250001,-0.5,-0.5,0.45854798,0.23078853,-0.5,-0.5
216,0.301769,0.301769,-0.250001,-0.250001,-0.5,-0.5,0.36182407,0.23225226,-0.5,-0.5
217,0.5671302,0.42363992,-0.24555437,-0.250001,-0.5,-0.5,0.357182,0.27200307,-0.5,-0.5
218,-0.026908146,-0.10156,-0.18417634,-0.199994,-0.5,-0.5,0.37216544,0.2620869,-0.49626273,-0.5
219,0.015249673,-0.0041880842,-0.199994,-0.199994,-0.5,-0.5,0.37612002,0.2561866,-0.5,-0.5
220,0.17172172,0.025331551,-0.199994,-0.2074435,-0.4992,-0.5,0.38422227,0.25129513,-0.5,-0.5
221,0.200941,0.17910532,-0.199994,-0.20090637,-0.5,-0.5,0.3997547,0.31375518,-0.45678716,-0.5
222,0.31151308,0.301769,-0.199994,-0.199994,-0.5,-0.5,0.46342965,0.23207146,-0.5,-0.5
223,0.48073587,0.478202,-0.199994,-0.199994,-0.5,-0.5,0.35850339,0.17610238,-0.5,-0.5
224,0.073514394,-0.000732,-0.14841921,-0.15,-0.4992,-0.5,0.42149919,0.27795636,-0.5,-0.5
225,0.10095529,0.010200669,-0.15,-0.17504222,-0.5,-0.5,0.5,0.27603312,-0.5,-0.5
226,0.29557618,0.10481586,-0.15,-0.15818487,-0.5,-0.5,0.5,0.26338558,-0.5,-0.5
227,0.301769,0.22199436,-0.15,-0.15576731,-0.5,-0.5,0.5,0.28815021,-0.5,-0.5
228,0.59300101,0.478202,-0.15,-0.18343994,-0.5,-0.5,0.42800328,0.22264181,-0.5,-0.5
229,0.034046423,-0.10224333,-0.34434627,-0.5,-0.5,-0.5,0.5,0.48057041,-0.5,-0.5
230,0.080108037,-0.0046861608,-0.48260854,-0.5,-0.5,-0.5,0.5,0.5,-0.5,-0.5
231,0.11734426,0.031782567,-0.48396118,-0.5,-0.5,-0.5,0.5,0.23206912,-0.42894861,-0.5
